SchoolYear,IsdCode,IsdName,DistrictCode,DistrictName,BuildingCode,BuildingName,ReportCategory,ReportSubGroup,AttendanceRate
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,7793,Academy of The Americas,Ethnicity,American Indian or Alaska Native,*
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,7793,Academy of The Americas,Ethnicity,"White, not of Hispanic origin",88.43
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,7793,Academy of The Americas,Grade,4,91.06
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,7793,Academy of The Americas,Homeless,Homeless,*
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,7793,Academy of The Americas,Economically Disadvantaged,Economically Disadvantaged,91.69
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,7793,Academy of The Americas,Grade,All,91.52
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,7793,Academy of The Americas,Grade,2,91.05
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,7793,Academy of The Americas,Grade,1,92.77
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,7793,Academy of The Americas,Grade,5,93.84
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,7793,Academy of The Americas,Ethnicity,Two or More Races,*
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,7793,Academy of The Americas,Ethnicity,"Black, not of Hispanic origin",87.46
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,7793,Academy of The Americas,Students with Disabilities,Students with Disabilities,90.64
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,7793,Academy of The Americas,Gender,Male,91.28
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,7793,Academy of The Americas,Homeless,Not Homeless,91.52
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,7793,Academy of The Americas,Grade,6,92.35
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,7793,Academy of The Americas,Gender,Female,91.78
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,7793,Academy of The Americas,Grade,0,88.71
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,7793,Academy of The Americas,English Learners,English Learners,91.79
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,7793,Academy of The Americas,English Learners,Not English Learners,89.7
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,7793,Academy of The Americas,Students with Disabilities,Students without IEP,91.6
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,7793,Academy of The Americas,Ethnicity,Hispanic,91.67
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,7793,Academy of The Americas,Grade,8,89.76
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,7793,Academy of The Americas,Economically Disadvantaged,Not Economically Disadvantaged,90.46
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,7793,Academy of The Americas,Grade,7,91.43
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,7794,Detroit School of Arts,Economically Disadvantaged,Not Economically Disadvantaged,90.62
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,7794,Detroit School of Arts,Students with Disabilities,Students without IEP,88.25
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,7794,Detroit School of Arts,Grade,9,89.55
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,7794,Detroit School of Arts,Ethnicity,Hispanic,*
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,7794,Detroit School of Arts,English Learners,Not English Learners,87.95
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,7794,Detroit School of Arts,English Learners,English Learners,*
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,7794,Detroit School of Arts,Gender,Female,87.27
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,7794,Detroit School of Arts,Homeless,Not Homeless,88.07
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,7794,Detroit School of Arts,Grade,10,86.64
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,7794,Detroit School of Arts,Gender,Male,89.64
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,7794,Detroit School of Arts,Students with Disabilities,Students with Disabilities,86.89
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,7794,Detroit School of Arts,Ethnicity,"Black, not of Hispanic origin",88.11
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,7794,Detroit School of Arts,Grade,All,88.01
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,7794,Detroit School of Arts,Grade,12,88.02
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,7794,Detroit School of Arts,Homeless,Homeless,*
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,7794,Detroit School of Arts,Ethnicity,American Indian or Alaska Native,*
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,7794,Detroit School of Arts,Grade,11,87.62
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,7794,Detroit School of Arts,Economically Disadvantaged,Economically Disadvantaged,87.03
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,7794,Detroit School of Arts,Migrant Status,Not Migrant,88.01
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,7794,Detroit School of Arts,Ethnicity,"White, not of Hispanic origin",*
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,8925,Eastside Detroit Lions Academy,Grade,8,66.02
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,8925,Eastside Detroit Lions Academy,Economically Disadvantaged,Not Economically Disadvantaged,*
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,8925,Eastside Detroit Lions Academy,Students with Disabilities,Students without IEP,63.97
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,8925,Eastside Detroit Lions Academy,Grade,7,58.43
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,8925,Eastside Detroit Lions Academy,English Learners,Not English Learners,64.97
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,8925,Eastside Detroit Lions Academy,Gender,Female,67.82
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,8925,Eastside Detroit Lions Academy,Grade,6,72.1
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,8925,Eastside Detroit Lions Academy,Homeless,Not Homeless,65.03
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,8925,Eastside Detroit Lions Academy,Gender,Male,63.21
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,8925,Eastside Detroit Lions Academy,Students with Disabilities,Students with Disabilities,70.55
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,8925,Eastside Detroit Lions Academy,Ethnicity,"Black, not of Hispanic origin",64.8
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,8925,Eastside Detroit Lions Academy,Grade,All,64.97
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,8925,Eastside Detroit Lions Academy,Economically Disadvantaged,Economically Disadvantaged,64.07
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,8925,Eastside Detroit Lions Academy,Homeless,Homeless,*
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,8925,Eastside Detroit Lions Academy,Ethnicity,American Indian or Alaska Native,*
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,8925,Eastside Detroit Lions Academy,Migrant Status,Not Migrant,64.97
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,8929,Detroit City West Side Academy for Leadership Development,Ethnicity,American Indian or Alaska Native,*
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,8929,Detroit City West Side Academy for Leadership Development,Grade,12,63.28
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,8929,Detroit City West Side Academy for Leadership Development,Homeless,Homeless,60.16
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,8929,Detroit City West Side Academy for Leadership Development,Ethnicity,"White, not of Hispanic origin",*
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,8929,Detroit City West Side Academy for Leadership Development,Migrant Status,Not Migrant,65.24
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,8929,Detroit City West Side Academy for Leadership Development,Economically Disadvantaged,Economically Disadvantaged,65.43
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,8929,Detroit City West Side Academy for Leadership Development,Grade,11,55.28
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,8929,Detroit City West Side Academy for Leadership Development,Grade,All,65.24
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,8929,Detroit City West Side Academy for Leadership Development,Ethnicity,Two or More Races,*
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,8929,Detroit City West Side Academy for Leadership Development,Grade,10,67.03
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,8929,Detroit City West Side Academy for Leadership Development,Ethnicity,"Black, not of Hispanic origin",65.42
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,8929,Detroit City West Side Academy for Leadership Development,Students with Disabilities,Students with Disabilities,65.01
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,8929,Detroit City West Side Academy for Leadership Development,Gender,Male,65.02
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,8929,Detroit City West Side Academy for Leadership Development,Homeless,Not Homeless,65.33
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,8929,Detroit City West Side Academy for Leadership Development,Gender,Female,65.54
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,8929,Detroit City West Side Academy for Leadership Development,Students with Disabilities,Students without IEP,65.29
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,8929,Detroit City West Side Academy for Leadership Development,English Learners,Not English Learners,65.42
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,8929,Detroit City West Side Academy for Leadership Development,Ethnicity,Hispanic,58.5
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,8929,Detroit City West Side Academy for Leadership Development,English Learners,English Learners,*
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,8929,Detroit City West Side Academy for Leadership Development,Ethnicity,Asian,*
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,8929,Detroit City West Side Academy for Leadership Development,Grade,9,65.74
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,8929,Detroit City West Side Academy for Leadership Development,Economically Disadvantaged,Not Economically Disadvantaged,61.25
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,8929,Detroit City West Side Academy for Leadership Development,Grade,7,*
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,8951,"Field, Moses",Homeless,Homeless,*
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,8951,"Field, Moses",Grade,4,*
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,8951,"Field, Moses",Migrant Status,Not Migrant,71.63
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,8951,"Field, Moses",Ethnicity,"White, not of Hispanic origin",*
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,8951,"Field, Moses",Grade,3,*
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,8951,"Field, Moses",Economically Disadvantaged,Economically Disadvantaged,71.92
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,8951,"Field, Moses",Grade,1,*
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,8951,"Field, Moses",Grade,All,71.63
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,8951,"Field, Moses",Grade,2,*
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,8951,"Field, Moses",Ethnicity,"Black, not of Hispanic origin",72.07
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,8951,"Field, Moses",Grade,5,*
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,8951,"Field, Moses",Students with Disabilities,Students with Disabilities,71.63
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,8951,"Field, Moses",Gender,Male,72.18
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,8951,"Field, Moses",Homeless,Not Homeless,71.53
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,8951,"Field, Moses",Gender,Female,70.82
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,8951,"Field, Moses",Grade,6,71.91
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,8951,"Field, Moses",English Learners,Not English Learners,71.63
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,8951,"Field, Moses",English Learners,English Learners,*
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,8951,"Field, Moses",Grade,0,*
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,8951,"Field, Moses",Ethnicity,Native Hawaiian or Other Pacific Islander,*
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,8951,"Field, Moses",Ethnicity,Hispanic,*
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,8951,"Field, Moses",Economically Disadvantaged,Not Economically Disadvantaged,*
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,8951,"Field, Moses",Ethnicity,Asian,*
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,8951,"Field, Moses",Grade,7,72.09
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,8951,"Field, Moses",Grade,8,81.31
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9121,Fisher Magnet Lower Academy,Migrant Status,Not Migrant,79.71
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9121,Fisher Magnet Lower Academy,Ethnicity,"White, not of Hispanic origin",*
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9121,Fisher Magnet Lower Academy,Ethnicity,American Indian or Alaska Native,*
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9121,Fisher Magnet Lower Academy,Grade,4,82.05
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9121,Fisher Magnet Lower Academy,Homeless,Homeless,70.01
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9121,Fisher Magnet Lower Academy,Economically Disadvantaged,Economically Disadvantaged,79.68
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9121,Fisher Magnet Lower Academy,Grade,All,79.71
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9121,Fisher Magnet Lower Academy,Grade,2,78
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9121,Fisher Magnet Lower Academy,Grade,3,81.75
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9121,Fisher Magnet Lower Academy,Ethnicity,"Black, not of Hispanic origin",79.69
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9121,Fisher Magnet Lower Academy,Students with Disabilities,Students with Disabilities,78.62
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9121,Fisher Magnet Lower Academy,Ethnicity,Two or More Races,*
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9121,Fisher Magnet Lower Academy,Grade,1,77.34
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9121,Fisher Magnet Lower Academy,Gender,Male,79
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9121,Fisher Magnet Lower Academy,Homeless,Not Homeless,80.13
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9121,Fisher Magnet Lower Academy,Gender,Female,80.45
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9121,Fisher Magnet Lower Academy,English Learners,Not English Learners,79.64
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9121,Fisher Magnet Lower Academy,English Learners,English Learners,*
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9121,Fisher Magnet Lower Academy,Grade,0,79.52
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9121,Fisher Magnet Lower Academy,Ethnicity,Hispanic,*
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9121,Fisher Magnet Lower Academy,Students with Disabilities,Students without IEP,79.89
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9121,Fisher Magnet Lower Academy,Economically Disadvantaged,Not Economically Disadvantaged,80.93
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9121,Fisher Magnet Lower Academy,Ethnicity,Asian,*
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9125,Charles Wright Academy,Homeless,Homeless,64.38
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9125,Charles Wright Academy,Migrant Status,Not Migrant,82.45
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9125,Charles Wright Academy,Ethnicity,"White, not of Hispanic origin",*
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9125,Charles Wright Academy,Economically Disadvantaged,Economically Disadvantaged,82.24
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9125,Charles Wright Academy,Grade,2,84.22
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9125,Charles Wright Academy,Grade,All,82.45
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9125,Charles Wright Academy,Grade,3,82.65
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9125,Charles Wright Academy,Grade,4,84.62
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9125,Charles Wright Academy,Ethnicity,Two or More Races,*
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9125,Charles Wright Academy,Grade,1,82.98
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9125,Charles Wright Academy,Ethnicity,"Black, not of Hispanic origin",82.35
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9125,Charles Wright Academy,Students with Disabilities,Students with Disabilities,83.05
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9125,Charles Wright Academy,Gender,Male,81.87
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9125,Charles Wright Academy,Homeless,Not Homeless,82.93
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9125,Charles Wright Academy,Gender,Female,83.09
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9125,Charles Wright Academy,Ethnicity,Native Hawaiian or Other Pacific Islander,*
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9125,Charles Wright Academy,English Learners,English Learners,*
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9125,Charles Wright Academy,Grade,0,77.62
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9125,Charles Wright Academy,Ethnicity,Hispanic,*
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9125,Charles Wright Academy,Students with Disabilities,Students without IEP,82.35
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9125,Charles Wright Academy,English Learners,Not English Learners,82.41
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9125,Charles Wright Academy,Economically Disadvantaged,Not Economically Disadvantaged,86
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9341,Brenda Scott Academy for Theatre Arts,Grade,8,72.56
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9341,Brenda Scott Academy for Theatre Arts,Grade,7,72.34
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9341,Brenda Scott Academy for Theatre Arts,Economically Disadvantaged,Not Economically Disadvantaged,75.36
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9341,Brenda Scott Academy for Theatre Arts,English Learners,Not English Learners,73.3
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9341,Brenda Scott Academy for Theatre Arts,Ethnicity,Hispanic,*
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9341,Brenda Scott Academy for Theatre Arts,Students with Disabilities,Students without IEP,73.46
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9341,Brenda Scott Academy for Theatre Arts,English Learners,English Learners,89.96
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9341,Brenda Scott Academy for Theatre Arts,Grade,0,72.51
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9341,Brenda Scott Academy for Theatre Arts,Ethnicity,Asian,89.04
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9341,Brenda Scott Academy for Theatre Arts,Gender,Female,74.46
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9341,Brenda Scott Academy for Theatre Arts,Grade,6,76.97
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9341,Brenda Scott Academy for Theatre Arts,Homeless,Not Homeless,73.63
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9341,Brenda Scott Academy for Theatre Arts,Gender,Male,72.64
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9341,Brenda Scott Academy for Theatre Arts,Students with Disabilities,Students with Disabilities,74.18
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9341,Brenda Scott Academy for Theatre Arts,Ethnicity,"Black, not of Hispanic origin",73.26
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9341,Brenda Scott Academy for Theatre Arts,Grade,5,75.63
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9341,Brenda Scott Academy for Theatre Arts,Ethnicity,Two or More Races,*
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9341,Brenda Scott Academy for Theatre Arts,Grade,All,73.55
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9341,Brenda Scott Academy for Theatre Arts,Grade,2,74.89
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9341,Brenda Scott Academy for Theatre Arts,Economically Disadvantaged,Economically Disadvantaged,73.35
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9341,Brenda Scott Academy for Theatre Arts,Ethnicity,"White, not of Hispanic origin",*
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9341,Brenda Scott Academy for Theatre Arts,Migrant Status,Not Migrant,73.55
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9341,Brenda Scott Academy for Theatre Arts,Grade,1,73.04
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9341,Brenda Scott Academy for Theatre Arts,Ethnicity,American Indian or Alaska Native,*
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9341,Brenda Scott Academy for Theatre Arts,Homeless,Homeless,66.96
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9341,Brenda Scott Academy for Theatre Arts,Grade,4,71.86
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9341,Brenda Scott Academy for Theatre Arts,Grade,3,72.36
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9345,Fisher Magnet Upper Academy,Homeless,Homeless,77.06
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9345,Fisher Magnet Upper Academy,Ethnicity,American Indian or Alaska Native,*
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9345,Fisher Magnet Upper Academy,Ethnicity,"White, not of Hispanic origin",*
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9345,Fisher Magnet Upper Academy,Migrant Status,Not Migrant,79.34
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9345,Fisher Magnet Upper Academy,Economically Disadvantaged,Economically Disadvantaged,79.08
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9345,Fisher Magnet Upper Academy,Grade,All,79.34
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9345,Fisher Magnet Upper Academy,Ethnicity,Two or More Races,*
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9345,Fisher Magnet Upper Academy,Grade,5,80.66
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9345,Fisher Magnet Upper Academy,Ethnicity,"Black, not of Hispanic origin",79.09
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9345,Fisher Magnet Upper Academy,Students with Disabilities,Students with Disabilities,77.24
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9345,Fisher Magnet Upper Academy,Gender,Male,79.01
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9345,Fisher Magnet Upper Academy,Homeless,Not Homeless,79.4
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9345,Fisher Magnet Upper Academy,Grade,6,78.27
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9345,Fisher Magnet Upper Academy,Gender,Female,79.66
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9345,Fisher Magnet Upper Academy,English Learners,English Learners,*
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9345,Fisher Magnet Upper Academy,Ethnicity,Hispanic,*
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9345,Fisher Magnet Upper Academy,Students with Disabilities,Students without IEP,80.05
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9345,Fisher Magnet Upper Academy,English Learners,Not English Learners,79.22
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9345,Fisher Magnet Upper Academy,Grade,8,78.46
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9345,Fisher Magnet Upper Academy,Economically Disadvantaged,Not Economically Disadvantaged,83.08
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9345,Fisher Magnet Upper Academy,Grade,7,80.43
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9345,Fisher Magnet Upper Academy,Ethnicity,Asian,*
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9475,Diann Banks-Williamson Educational Center,Ethnicity,Asian,*
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9475,Diann Banks-Williamson Educational Center,Economically Disadvantaged,Not Economically Disadvantaged,*
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9475,Diann Banks-Williamson Educational Center,Grade,9,77
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9475,Diann Banks-Williamson Educational Center,English Learners,Not English Learners,78.89
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9475,Diann Banks-Williamson Educational Center,Ethnicity,Hispanic,*
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9475,Diann Banks-Williamson Educational Center,English Learners,English Learners,*
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9475,Diann Banks-Williamson Educational Center,Gender,Female,72.65
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9475,Diann Banks-Williamson Educational Center,Homeless,Not Homeless,77.19
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9475,Diann Banks-Williamson Educational Center,Gender,Male,81.15
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9475,Diann Banks-Williamson Educational Center,Students with Disabilities,Students with Disabilities,77.19
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9475,Diann Banks-Williamson Educational Center,Grade,10,76.9
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9475,Diann Banks-Williamson Educational Center,Ethnicity,"Black, not of Hispanic origin",78.56
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9475,Diann Banks-Williamson Educational Center,Grade,All,77.19
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,9475,Diann Banks-Williamson Educational Center,Economically Disadvantaged,Economically Disadvantaged,76.76
